Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,229,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,220,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,220,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,220,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,214,20,T:System.Net.Http.HttpContent,,,,,request_.Content = content_;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,203,12,T:System.Uri,,,,,"urlBuilder_.Replace(""{username}"", System.Uri.EscapeDataString(ConvertToString(username, System.Globalization.CultureInfo.InvariantCulture)));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,168,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,168,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,150,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,148,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,148,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,139,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,139,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,139,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,132,20,T:System.Net.Http.HttpContent,,,,,request_.Content = content_;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Rest\Example.Api.Adapters.Rest.csproj,File,Rest\Connected Services\AuthenticationApi\AuthenticationApi.cs,121,12,T:System.Uri,,,,,"urlBuilder_.Replace(""{username}"", System.Uri.EscapeDataString(ConvertToString(username, System.Globalization.CultureInfo.InvariantCulture)));"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Core\Example.Api.Core.csproj,File,Core\Example.Api.Core.csproj,,,Microsoft.Extensions.Logging.Configuration 8.0.0,,,,,"Microsoft.Extensions.Logging.Configuration, 8.0.0  Recommendation:  Remove Microsoft.Extensions.Logging.Configuration, and replace with new package Microsoft.Extensions.Logging.Configuration 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Core\Example.Api.Core.csproj,File,Core\Example.Api.Core.csproj,,,System.Runtime.Caching 8.0.0,,,,,"System.Runtime.Caching, 8.0.0  Recommendation:  Remove System.Runtime.Caching, and replace with new package System.Runtime.Caching 10.0.3"
NuGet.0006,NuGet package source mappings are recommended,Active,Information,1,Core\Example.Api.Core.csproj,File,NuGet.config,,,,,,,,Found 1 files matching the rule:    NuGet.config  
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Core\Example.Api.Core.csproj,File,Core\Example.Api.Core.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Core\Example.Api.Core.csproj,File,Core\Services\AuthenticationService.cs,18,1,T:System.IdentityModel.Tokens.Jwt.JwtSecurityToken,,,,,"public bool ValidateJwt(string? token, out JwtSecurityToken? validatedToken)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Core\Example.Api.Core.csproj,File,Core\Injections\CoreModule.cs,12,2,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,"services.Scan(scan => scan  			.FromAssemblyOf<CoreModule>()  			.AddClasses(classes => classes.InNamespaces(baseNamespace + "".Services""))  			.AsImplementedInterfaces()  			.WithSingletonLifetime()  		);"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Web\Example.Api.Web.csproj,File,Web\Example.Api.Web.csproj,,,Microsoft.AspNetCore.Mvc.NewtonsoftJson 8.0.6,,,,,"Microsoft.AspNetCore.Mvc.NewtonsoftJson, 8.0.6  Recommendation:  Remove Microsoft.AspNetCore.Mvc.NewtonsoftJson, and replace with new package Microsoft.AspNetCore.Mvc.NewtonsoftJson 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Web\Example.Api.Web.csproj,File,Web\Example.Api.Web.csproj,,,Microsoft.Extensions.Configuration.Binder 8.0.1,,,,,"Microsoft.Extensions.Configuration.Binder, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Configuration.Binder, and replace with new package Microsoft.Extensions.Configuration.Binder 10.0.3"
NuGet.0006,NuGet package source mappings are recommended,Active,Information,1,Web\Example.Api.Web.csproj,File,NuGet.config,,,,,,,,Found 1 files matching the rule:    NuGet.config  
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Web\Example.Api.Web.csproj,File,Web\Example.Api.Web.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Web\Example.Api.Web.csproj,File,Web\Technical\Filters\AuthorizeAttribute.cs,68,2,T:System.IdentityModel.Tokens.Jwt.JwtPayload,,,,,"var userStr = token!.Payload[""data""].ToString()!;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Web\Example.Api.Web.csproj,File,Web\Technical\Filters\AuthorizeAttribute.cs,68,2,P:System.IdentityModel.Tokens.Jwt.JwtSecurityToken.Payload,,,,,"var userStr = token!.Payload[""data""].ToString()!;"
